gene10007	LOC105883949
gene21575	LOC105859556
gene21626	LOC109729609
gene21635	LOC109729635
gene2164	LOC105870463
gene2165	LOC105870488
gene21666	LOC105859565
gene21674	LOC105859572
gene21683	LOC105859683
gene2169	LOC105870460
gene21716	LOC109729606
gene2171	LOC105870492
gene21731	LOC105859672
gene21763	LOC105882819
gene21797	LOC105882299
gene21812	LOC105869137
gene21861	LOC105885290
gene21902	LOC105885305
gene21942	LOC105879683
gene22032	LOC105868232
gene22044	LOC109729593
gene22047	LOC105868204
gene22049	LOC105868230
gene22067	LOC105868459
gene2206	LOC105870431
gene22073	LOC105868506
gene22075	LOC105868252
gene22088	LOC105868257
gene22090	LOC105868256
gene22100	LOC105868396
gene22145	LOC105868336
gene22147	LOC105868332
gene22152	LOC105868219
gene22159	LOC105868217
gene2215	LOC105882709
gene22184	LOC105868475
gene2219	LOC105882691
gene221	LOC105873880
gene22227	LOC105868398
gene22228	LOC105868209
gene22271	LOC105858831
gene22272	LOC105858832
gene22274	LOC105858830
gene22276	LOC105858809
gene22306	LOC105858812
gene22312	LOC105858825
gene22323	LOC105854923
gene22326	LOC105854931
gene22330	LOC105854930
gene22349	LOC105863831
gene22368	LOC105863793
gene22369	LOC105863727
gene22375	LOC105863830
gene22391	LOC105863752
gene22392	LOC105863759
gene223	LOC109729716
gene22416	LOC105863723
gene2242	LOC105886044
gene22430	LOC105863739
gene22432	LOC109729600
gene22436	LOC109729630
gene22457	LOC105856444
gene22464	LOC105856508
gene22474	LOC105856459
gene22475	LOC105856458
gene22478	LOC105856519
gene22479	LOC109729610
gene22489	LOC105856511
gene22509	LOC105856488
gene22522	LOC109729607
gene2252	LOC105886052
gene22536	LOC105871148
gene22544	LOC105871001
gene22545	LOC105871149
gene22548	LOC105871004
gene22551	LOC105871008
gene22552	LOC109729563
gene22558	LOC109729624
gene22568	LOC105871026
gene22579	LOC109729608
gene2261	LOC105886031
gene22623	LOC105871153
gene22669	LOC105871130
gene22677	LOC105871138
gene22686	LOC109729623
gene22687	LOC105871156
gene2268	LOC109730380
gene22699	LOC105860238
gene22721	LOC105860643
gene22725	LOC105860637
gene22739	LOC105860638
gene2273	LOC109729667
gene22746	LOC105866768
gene22755	LOC105857073
gene22756	LOC105857074
gene22768	LOC105857100
gene22790	LOC105867378
gene22798	LOC105867387
gene22803	LOC105880413
gene22806	LOC105879647
gene22810	LOC105879674
gene22817	LOC105880372
gene22821	LOC105880429
gene2282	LOC105886082
gene22835	LOC109729670
gene22836	LOC109729669
gene22837	LOC105880403
gene22845	LOC105880356
gene22854	LOC109729704
gene22888	LOC105880349
gene22889	LOC109729705
gene22895	LOC105865800
gene22933	LOC105865778
gene22941	LOC109729700
gene22961	LOC105866061
gene22964	LOC109729672
gene22987	LOC105865775
gene23000	LOC105865827
gene23001	LOC105865829
gene23005	LOC109729701
gene23041	LOC105865926
gene23080	LOC105865807
gene23083	LOC105866108
gene23087	LOC105865795
gene23127	LOC105865801
gene2312	LOC109730403
gene23137	LOC105865816
gene23177	LOC105866086
gene23180	LOC105865809
gene23183	LOC105865935
gene23188	LOC109729663
gene23189	LOC105865776
gene23195	LOC105865792
gene23231	LOC105880055
gene23236	LOC105880036
gene23241	LOC105880066
gene23248	LOC105880072
gene23265	LOC105861834
gene23267	LOC105861835
gene23293	LOC109729707
gene23299	LOC105881661
gene23308	LOC105881635
gene23314	LOC109729696
gene23319	LOC105856038
gene23337	LOC105856016
gene23339	LOC105856013
gene2333	LOC105885970
gene23342	LOC105856010
gene23345	LOC105856034
gene23357	LOC105859310
gene23398	LOC105859239
gene233	LOC109730975
gene23406	LOC105859238
gene2341	LOC105856857
gene23432	LOC105868922
gene2344	LOC105863179
gene2346	LOC105863180
gene23479	LOC105868548
gene23492	LOC105868530
gene2349	LOC105863185
gene23505	LOC109729699
gene23513	LOC105862295
gene23519	LOC105862293
gene2354	LOC105863181
gene2355	LOC105863182
gene2357	LOC105863189
gene2361	LOC105866242
gene23627	LOC105875746
gene23657	LOC105855098
gene23662	LOC105879613
gene23663	LOC105865007
gene23671	LOC105864114
gene23675	LOC105863947
gene23678	LOC105863950
gene23715	LOC105860534
gene23727	LOC109729726
gene2372	LOC105878711
gene23731	LOC105874247
gene23737	LOC105874254
gene23750	LOC105860579
gene2375	LOC105878715
gene23767	LOC105860582
gene2377	LOC105878717
gene23804	LOC105876724
gene23812	LOC105876739
gene23817	LOC105876732
gene2381	LOC105878782
gene23824	LOC105876747
gene23828	LOC105857382
gene23832	LOC105881690
gene23833	LOC105881694
gene23843	LOC105869935
gene23845	LOC105869933
gene23847	LOC105869934
gene23850	LOC105869940
gene23855	LOC109729761
gene23864	LOC109729731
gene23877	LOC109729762
gene23882	LOC105869970
gene23884	LOC105869971
gene2392	LOC105878732
gene23945	LOC105862492
gene23953	LOC105862586
gene23955	LOC105862645
gene23989	LOC105862489
gene23998	LOC105862488
gene24011	LOC105862487
gene24014	LOC105862579
gene24020	LOC105862582
gene24025	LOC105862484
gene24030	LOC105862476
gene24045	LOC105862509
gene2405	LOC105878777
gene24065	LOC105862480
gene2406	LOC109730383
gene24097	LOC105862215
gene240	LOC105873903
gene24105	LOC105879619
gene24115	LOC105862743
gene24131	LOC109729718
gene2413	LOC109729757
gene24203	LOC105881109
gene24206	LOC105881107
gene24208	LOC109729725
gene24209	LOC109729723
gene2420	LOC105878783
gene24212	LOC105881101
gene24215	LOC105881085
gene24220	LOC105881096
gene24223	LOC109729749
gene24232	LOC105857806
gene24244	LOC105855873
gene24257	LOC105860904
gene24263	LOC105860942
gene24265	LOC105860939
gene24273	LOC105860981
gene24282	LOC105860869
gene24283	LOC105860868
gene24285	LOC105860856
gene24288	LOC105860907
gene24291	LOC105860932
gene24296	LOC105861013
gene24305	LOC105860867
gene24310	LOC105860866
gene24312	LOC105860865
gene2431	LOC105878771
gene24328	LOC105860879
gene24329	LOC105860864
gene24339	LOC109729736
gene24344	LOC105860861
gene24355	LOC105860855
gene24357	LOC105860955
gene24359	LOC105860957
gene24360	LOC109729760
gene24365	LOC105860910
gene24403	LOC105860896
gene24422	LOC109729744
gene24423	LOC105885193
gene24426	LOC105885191
gene24432	LOC105885188
gene24435	LOC105885192
gene24439	LOC105885189
gene24449	LOC105885265
gene24458	LOC105865388
gene24461	LOC105865404
gene24469	LOC109729765
gene24473	LOC105865386
gene24474	LOC105865410
gene24479	LOC105865409
gene24485	LOC105865400
gene24492	LOC105865429
gene24496	LOC105865401
gene24514	LOC109729827
gene24518	LOC105855957
gene24542	LOC109729801
gene24544	LOC109729799
gene24575	LOC105855042
gene24596	LOC105871361
gene24631	LOC105859473
gene24648	LOC105878132
gene24657	LOC105878140
gene2465	LOC109730404
gene24684	LOC105881494
gene24767	LOC105877127
gene24774	LOC105877121
gene2479	LOC105884001
gene2483	LOC105861926
gene24841	LOC109729831
gene24873	LOC105882522
gene24895	LOC105877405
gene24896	LOC105877406
gene24897	LOC105877407
gene24905	LOC105857435
gene24939	LOC105882054
gene2493	LOC105863920
gene24984	LOC105870420
gene24990	LOC105870414
gene249	LOC105874495
gene24	LOC109730517
gene25031	LOC105878184
gene25062	LOC105858941
gene25075	LOC105858936
gene25082	LOC109729775
gene25087	LOC109729769
gene25091	LOC105859006
gene25097	LOC105858910
gene25139	LOC105875473
gene25157	LOC105875476
gene25158	LOC105875477
gene25160	LOC105875456
gene25176	LOC105861201
gene2519	LOC109730384
gene25216	LOC105861246
gene25217	LOC105866534
gene2521	LOC105861762
gene25267	LOC109729805
gene25286	LOC105859793
gene25309	LOC105858923
gene2532	LOC105861761
gene25369	LOC105859057
gene2536	LOC105861809
gene25386	LOC105859080
gene25399	LOC105864827
gene25420	LOC105884747
gene25439	LOC109729808
gene25447	LOC105884741
gene25475	LOC105875548
gene25482	LOC105875535
gene25483	LOC105875534
gene25485	LOC105875533
gene25493	LOC105875524
gene2551	LOC105862722
gene25523	LOC105862288
gene25525	LOC105862143
gene25530	LOC105862276
gene25543	LOC105857253
gene2554	LOC105862719
gene25578	LOC105864373
gene25606	LOC105866858
gene25613	LOC105866878
gene25649	LOC105866907
gene25669	LOC105866888
gene25671	LOC105866889
gene25673	LOC105866891
gene2567	LOC105885677
gene25691	LOC105866849
gene25697	LOC105866854
gene2569	LOC105885678
gene25736	LOC109729876
gene25737	LOC109729870
gene25738	LOC105870888
gene25768	LOC105870917
gene2577	LOC105885710
gene25796	LOC109729878
gene25805	LOC105870957
gene25811	LOC109729882
gene25854	LOC105879436
gene25882	LOC109729881
gene25894	LOC105862762
gene25896	LOC105862761
gene25927	LOC105862443
gene25928	LOC105862483
gene25929	LOC105882031
gene2596	LOC105885731
gene25984	LOC109729894
gene259	LOC105874450
gene26019	LOC105880918
gene2602	LOC105885736
gene26050	LOC109729851
gene26053	LOC109729848
gene26055	LOC105878680
gene26058	LOC105878676
gene26086	LOC105879462
gene26089	LOC109729883
gene26097	LOC105879458
gene260	LOC105874448
gene26114	LOC105880822
gene2611	LOC105885748
gene2619	LOC105885757
gene26204	LOC105870500
gene26212	LOC109729962
gene2621	LOC105885758
gene26236	LOC109729912
gene26243	LOC105867741
gene26249	LOC105867726
gene26253	LOC105864503
gene26264	LOC109729940
gene2626	LOC105885765
gene26273	LOC109729963
gene26274	LOC105870760
gene26276	LOC105863870
gene26298	LOC109729927
gene2630	LOC105885682
gene26311	LOC105862361
gene26312	LOC105862610
gene26314	LOC105862621
gene26316	LOC105862627
gene26319	LOC105862600
gene26321	LOC105867561
gene26328	LOC105867571
gene26330	LOC105867568
gene26343	LOC105882847
gene2635	LOC105885768
gene26372	LOC105882878
gene26382	LOC105868665
gene26390	LOC109729954
gene26398	LOC105859966
gene26400	LOC105859965
gene26414	LOC109729207
gene26416	LOC105874737
gene26453	LOC105877172
gene26465	LOC105877210
gene26474	LOC105877213
gene26484	LOC109729964
gene26504	LOC105863317
gene26523	LOC109729966
gene26524	LOC105863297
gene26527	LOC105873826
gene26569	LOC105860516
gene265	LOC105874494
gene26606	LOC105869489
gene26641	LOC105869601
gene26695	LOC105869607
gene2671	LOC105862233
gene26723	LOC105869618
gene26732	LOC105865439
gene26752	LOC109729969
gene26754	LOC105865516
gene2679	LOC109730405
gene26819	LOC109729935
gene2681	LOC109729936
gene26824	LOC105865588
gene26826	LOC109729906
gene2685	LOC105863955
gene26862	LOC109729959
gene2686	LOC105863956
gene26894	LOC105869122
gene2689	LOC105863957
gene2690	LOC105863958
gene2697	LOC105863952
gene26989	LOC105876827
gene27007	LOC109729913
gene27015	LOC109729938
gene2701	LOC109729947
gene27023	LOC105876863
gene2707	LOC105863973
gene2708	LOC105863961
gene27110	LOC105876956
gene27111	LOC105876957
gene27126	LOC105877027
gene2712	LOC105864024
gene27141	LOC105877049
gene27166	LOC105877032
gene27168	LOC105877007
gene27171	LOC109729919
gene27173	LOC105877034
gene27186	LOC105885838
gene27187	LOC109730315
gene27189	LOC105873659
gene27195	LOC105867123
gene27198	LOC105867122
gene27203	LOC105880136
gene27205	LOC105880140
gene27213	LOC105880144
gene27233	LOC105867169
gene27245	LOC109729993
gene27247	LOC105871856
gene27250	LOC105871881
gene27280	LOC105882648
gene27293	LOC105882661
gene27297	LOC105882666
gene27310	LOC109729988
gene27312	LOC105882678
gene27326	LOC105868637
gene27328	LOC105868639
gene27361	LOC105872932
gene27363	LOC105864516
gene27366	LOC105869363
gene27390	LOC105883278
gene2740	LOC105863996
gene27411	LOC105880478
gene27431	LOC105880482
gene27448	LOC105858028
gene27453	LOC105858027
gene2747	LOC105864057
gene27485	LOC105858464
gene27527	LOC105882841
gene27533	LOC105875480
gene2753	LOC105863962
gene27541	LOC109729998
gene27644	LOC105885465
gene27683	LOC105885433
gene2768	LOC105863964
gene27703	LOC105885428
gene2771	LOC105864013
gene27725	LOC105858366
gene27785	LOC105885444
gene27801	LOC105885621
gene27802	LOC105885622
gene27814	LOC105885631
gene2781	LOC105873092
gene27897	LOC105865460
gene2789	LOC105873073
gene2790	LOC105873088
gene27910	LOC105860828
gene27968	LOC109730004
gene28070	LOC105873992
gene2811	LOC105873063
gene28151	LOC105884668
gene28156	LOC105884664
gene28163	LOC105874229
gene28183	LOC105872891
gene28191	LOC105872898
gene28192	LOC105872901
gene28193	LOC105872900
gene28195	LOC105872903
gene28200	LOC109730036
gene28212	LOC105872919
gene28216	LOC105872922
gene28221	LOC105872928
gene28225	LOC105867051
gene28253	LOC105862387
gene28261	LOC105865303
gene28288	LOC109730031
gene28307	LOC109730032
gene28327	LOC109730061
gene28338	LOC105881331
gene28339	LOC105881332
gene28340	LOC105881318
gene28348	LOC109730033
gene28349	LOC105857720
gene28351	LOC105857731
gene2835	LOC109730406
gene28362	LOC105858200
gene28366	LOC109730034
gene28375	LOC105858244
gene28404	LOC105858217
gene28426	LOC105858215
gene28429	LOC105865478
gene28432	LOC105877241
gene28433	LOC105885180
gene28441	LOC105869398
gene28444	LOC105869394
gene2844	LOC105873011
gene28450	LOC105867612
gene28454	LOC105869388
gene2846	LOC105873008
gene28470	LOC109730067
gene28471	LOC105880469
gene28486	LOC105868973
gene28506	LOC109730068
gene28515	LOC105868978
gene28517	LOC105869049
gene28518	LOC105869047
gene2851	LOC105873010
gene28546	LOC105859833
gene28549	LOC105860429
gene28555	LOC105859990
gene28557	LOC105859980
gene2859	LOC105873068
gene2860	LOC105873087
gene28611	LOC105883040
gene28620	LOC105883038
gene28639	LOC105883079
gene28641	LOC105883039
gene28645	LOC105883056
gene2864	LOC105873062
gene28651	LOC109730077
gene2866	LOC105872986
gene28673	LOC105869272
gene28689	LOC105867846
gene28690	LOC109730070
gene28721	LOC105880574
gene28736	LOC109730109
gene28737	LOC105855532
gene28743	LOC105886091
gene28746	LOC109730083
gene28751	LOC105886121
gene28776	LOC105854969
gene2878	LOC105865509
gene28797	LOC105855582
gene28799	LOC105855216
gene28807	LOC105855301
gene28809	LOC105855327
gene28810	LOC105855333
gene28835	LOC105869255
gene28838	LOC105876264
gene28839	LOC105876268
gene28840	LOC105876267
gene28843	LOC105876265
gene28860	LOC105875413
gene28861	LOC105875392
gene28864	LOC105875414
gene28874	LOC105875404
gene28875	LOC105875403
gene28886	LOC105882829
gene28893	LOC105858079
gene28894	LOC105858077
gene28897	LOC105858083
gene28898	LOC105858078
gene28899	LOC105858080
gene2890	LOC105865491
gene28916	LOC105859998
gene28925	LOC105860008
gene28935	LOC105860035
gene28968	LOC105860005
gene28969	LOC109730103
gene28970	LOC109730093
gene28978	LOC105860022
gene29005	LOC105869217
gene29009	LOC105869221
gene29109	LOC109730097
gene29126	LOC109730098
gene29130	LOC105880548
gene2913	LOC105869848
gene29167	LOC105869701
gene29174	LOC105869719
gene29175	LOC109730127
gene29177	LOC105869703
gene29178	LOC105869704
gene29179	LOC105869705
gene2920	LOC105869837
gene2921	LOC105869839
gene29220	LOC105879474
gene2927	LOC109730387
gene29280	LOC105872345
gene29284	LOC105872338
gene29301	LOC105872340
gene29325	LOC105872343
gene29342	LOC105879058
gene29368	LOC109730139
gene29378	LOC105874803
gene29389	LOC105870533
gene29393	LOC105863718
gene29394	LOC109730130
gene29411	LOC105856700
gene29414	LOC105856699
gene29418	LOC105856697
gene29426	LOC105876365
gene29433	LOC109730146
gene2946	LOC105869847
gene29470	LOC105876379
gene29475	LOC105874829
gene29478	LOC105874830
gene29484	LOC105874817
gene2948	LOC105869806
gene2950	LOC105869808
gene29518	LOC105856582
gene29524	LOC105856577
gene29547	LOC105858018
gene29566	LOC105870779
gene29577	LOC105862208
gene29578	LOC105862195
gene2957	LOC105869801
gene29596	LOC105874261
gene2959	LOC105869846
gene29603	LOC105879139
gene29609	LOC105885881
gene29627	LOC105873646
gene29667	LOC105869271
gene2967	LOC105869841
gene29684	LOC105858052
gene29693	LOC105856239
gene29695	LOC105856243
gene29697	LOC105856242
gene29699	LOC105855906
gene29700	LOC105855907
gene29702	LOC105855905
gene29718	LOC105883090
gene29734	LOC105855095
gene29740	LOC105871229
gene29751	LOC105871230
gene29753	LOC105871235
gene29766	LOC105880102
gene29782	LOC105880086
gene29794	LOC109730185
gene29801	LOC105880081
gene2981	LOC109730407
gene29855	LOC105881277
gene29856	LOC105881276
gene29878	LOC105881279
gene29895	LOC105880586
gene29897	LOC105880602
gene29898	LOC105880587
gene29913	LOC105863080
gene29928	LOC105868021
gene29932	LOC109730173
gene29958	LOC105879088
gene29961	LOC109730170
gene30010	LOC109730175
gene30013	LOC105879651
gene30015	LOC105879641
gene30017	LOC105859391
gene30024	LOC105883846
gene30041	LOC105883826
gene30056	LOC105883821
gene30078	LOC105883833
gene30079	LOC105883837
gene30089	LOC109730204
gene300	LOC109730128
gene30100	LOC105855290
gene30102	LOC105855289
gene30104	LOC105855347
gene30115	LOC105855298
gene30130	LOC105855284
gene30152	LOC105855285
gene30160	LOC105882179
gene30171	LOC105882191
gene30172	LOC105882192
gene30184	LOC105866645
gene30187	LOC109730253
gene30188	LOC109730254
gene30198	LOC105866155
gene30202	LOC105866141
gene30207	LOC109730247
gene30212	LOC105866163
gene30218	LOC105866143
gene30223	LOC105866138
gene30227	LOC109730219
gene30233	LOC109730256
gene30236	LOC105885420
gene30239	LOC105885416
gene30240	LOC105885414
gene30242	LOC105885417
gene30251	LOC105885275
gene30253	LOC105885269
gene30254	LOC105885274
gene30257	LOC105885272
gene30262	LOC105885276
gene30263	LOC105885270
gene30265	LOC105882296
gene30269	LOC105882297
gene30277	LOC105869280
gene30278	LOC105885345
gene30279	LOC105885342
gene30281	LOC105885343
gene30282	LOC105885346
gene30287	LOC105879636
gene30289	LOC105879631
gene30293	LOC109730260
gene30296	LOC105884175
gene30307	LOC109730261
gene30310	LOC105873084
gene30311	LOC105873083
gene30321	LOC105872959
gene30325	LOC105873082
gene30327	LOC105873065
gene30332	LOC105872953
gene30333	LOC105872952
gene30342	LOC105856734
gene30343	LOC105856724
gene30344	LOC105856723
gene30348	LOC105856722
gene30353	LOC105856713
gene30356	LOC105856728
gene30359	LOC105856721
gene30360	LOC105856720
gene30361	LOC105856718
gene30363	LOC105856709
gene30365	LOC109730207
gene30373	LOC105868196
gene30374	LOC105868183
gene30375	LOC105868184
gene30382	LOC105884208
gene30386	LOC109730223
gene30387	LOC105884206
gene30390	LOC105884204
gene30398	LOC105884177
gene30401	LOC105884192
gene30414	LOC105884176
gene30423	LOC109730211
gene30435	LOC105883761
gene30463	LOC109730264
gene30470	LOC105863792
gene30486	LOC109730221
gene30488	LOC105863784
gene30493	LOC105863775
gene30494	LOC105863770
gene30495	LOC105863764
gene30496	LOC105863757
gene30497	LOC105863817
gene30507	LOC109730303
gene30508	LOC105863749
gene30509	LOC105862827
gene30514	LOC105863745
gene30517	LOC105863737
gene3051	LOC105873544
gene30520	LOC105860709
gene30522	LOC105860714
gene30523	LOC105860708
gene30527	LOC105885780
gene30534	LOC105885781
gene30539	LOC105857266
gene30545	LOC105857346
gene30558	LOC105857332
gene30566	LOC109730236
gene30572	LOC105857288
gene30574	LOC105857284
gene30589	LOC105856911
gene30613	LOC105868167
gene30617	LOC109730280
gene30618	LOC105860710
gene30621	LOC105868561
